non	not<br>Non mi piace la marmellata.<br>I do not like jam.
hai	have<br>(tu) Hai una matita da prestarmi?<br>Do you have a pencil to lend me?
del	some<br>Vorrei del pane, per favore.<br>I'd like some bread, please.
tu	you<br>Alla fine mancavi solo tu.<br>In the end you were the only one who was missing.
solo	only<br>Ho mangiato solo un panino a pranzo.<br>I only had a sandwich for lunch.
a	at<br>Lavoro a scuola durante la settimana.<br>I work at school during the week.
me	me<br>Non so davvero cosa c'è che non va in me.<br>I really don't know what's wrong with me.
mio	my<br>Mio papà ha due gatti e tre cani.<br>My dad has two cats and three dogs.
tutto	everything<br>"Hai preso tutto?”<br>“Did you take everything?”
te	you<br>Te l’ho detto mille volte di non correre in casa!<br>I told you a thousand times not to run in the house!
della	some<br>Vorrei della frutta di stagione.<br>I would like some seasonal fruit.
fatto	done<br>Ho fatto i compiti in mezz’ora.<br>I have done my homework in half an hour.
lei	she<br>Lei è la ragazza dei miei sogni.<br>She is the girl of my dreams.
mia	my<br>Mia mamma ama cucinare.<br>My mum loves cooking.
fare	to do<br>Cosa fai la domenica?<br>What do you do on Sundays?
era	was<br>Chi era alla porta?<br>Who was at the door?
so	know<br>(io) Non so cosa dirti, davvero.<br>I do not know what to tell you, really.
gli	the<br>Gli occhi del suo gatto sono verdi.<br>The eyes of his cat are green.
perché	why<br>Perché non vieni in vacanza con noi?<br>Why don't you come on holiday with us?
ne	of it<br>Non ne voglio più.<br>I do not want any more of it.
quando	when<br>Vieni quando vuoi.<br>Come when you want.
questa	this<br>Questa borsa è la migliore della sua collezione.<br>This bag is the best of its collection.
essere	to be<br>Essere o non essere, questo è il problema.<br>To be or not to be, that is the question.
detto	told<br>Ti ha detto il suo segreto?<br>Has he told you his secret?
quello	that<br>Quello è il ragazzo di cui ti parlavo.<br>That is the boy I told you about.
va	goes<br>Laura va al mare ogni estate.<br>Laura goes to the sea every summer.
alla	to the<br>Non so come arrivare alla stazione ferroviaria.<br>I do not know how to get to the train station.
più	more<br>Vorrei più pasta, per favore.<br>I would like more pasta, please.
ora	time<br>Che ora è?<br>What time is it?
stato	been<br>Non sono stato invitato e non so il perché.<br>I have not been invited and I do not know why.
dei	some<br>Dove posso trovare dei pennarelli?<br>Where can I find some markers?
sta	is<br>(lei) Sta giocando in giardino con il cane.<br>She is playing in the garden with the dog.
tutti	everyone<br>È stata vista da tutti mentre rubava.<br>She was seen by everyone while she was stealing.
chi	who<br>Chi è quella ragazza?<br>Who is that girl?
anche	too<br>È un piacere anche per me.<br>Nice to meet you, too.
così	so<br>“Come stai?” “Così così”.<br>"How are you?” “So and so”.
voglio	want<br>(io) Voglio sapere chi ha rotto il vetro della mia macchina.<br>I want to know who broke the glass of my car.
molto	a lot of<br>Si è divertita molto durante la gita scolastica.<br>She had a lot of fun during the school-trip.
beh	well<br>Beh, che dire, complimenti!<br>Well, what can I say, congratulations!
abbiamo	have<br>Questa è la macchina che (noi) abbiamo appena comprato.<br>This is the car we have just bought.
tuo	your<br>Mi puoi prestare il tuo cappotto?<br>Can you lend me your coat?
ok	ok<br>"Esco con gli amici stasera” “Ok, va bene”.<br>“I am going out with my friends tonight” “It’s ok".
lui	he<br>Lui è molto simpatico, lei è cattiva.<br>He is very nice, she is mean.
grazie	thank you<br>Grazie per i fiori!<br>Thank you for the flowers!
sia	both<br>Sia io che mia sorella abbiamo i capelli neri.<br>Both my sister and I have got black hair.
allora	then<br>Allora non ero così in forma come oggi.<br>Then I wasn’t so fit as today.
niente	nothing<br>Non vedo niente quando fa buio.<br>I can see nothing when it's dark.
posso	can<br>(io) Posso entrare?<br>Can I come in?
suo	his/her<br>Suo fratello è un campione di nuoto.<br>His/her brother is a swimming champion.
sì	yes<br>“Hai una matita?” “Sì, certo".<br>“Do you have a pencil?” “Yes, sure”.
prima	before<br>Prima di andare al cinema, devo passare da casa.<br>Before going to the cinema, I have to go home.
qualcosa	something<br>C’è qualcosa che non va con la mia automobile.<br>There's something wrong with my car.
siamo	are<br>Io e mia sorella siamo completamente diverse.<br>My sister and I are completely different.
sai	know<br>(tu) Sai come si chiama l’insegnante di matematica?<br>Do you know what’s the name of the maths teacher?
tua	your<br>Posso usare la tua bicicletta?<br>May I use your bicycle?
stai	are<br>(tu) Stai studiando per gli esami?<br>Are you studying for the exams?
sua	his/her<br>Sua zia abita in Brasile da dieci anni.<br>Her/his aunt has been living in Brazil for ten years.
fa	ago<br>Cinque anni fa mia mamma ha avuto un incidente.<br>Five years ago, my mom had an accident.
dove	where<br>Dove abiti?<br>Where do you live?
ehi	hey<br>Ehi! Mi hai fatto male al piede.<br>Hey! You have hurt my foot.
ancora	still<br>Sei ancora fidanzata con Marco?<br>Are you still engaged to Marco?
su	up<br>L’aereo è andato su in cielo.<br>The plane went up into the sky.
due	two<br>Ha due fratelli e tre sorelle.<br>He has two brothers and three sisters.
vero	true<br>Dimmi che non è vero.<br>Tell me it's not true.
casa	house<br>Ho comprato una nuova casa accanto ai miei genitori.<br>I bought a new house next to my parents.
vuoi	want<br>Fai quello che (tu) vuoi.<br>Do what you want.
noi	we<br>Voi siete i blu, noi siamo i bianchi.<br>You are the blue, we are the whites.
hanno	have<br>Loro hanno suonato alla festa della scuola per due ore.<br>They have been playing at the school party for two hours.
dire	to tell<br>Mi puoi dire cosa ne pensi?<br>Can you tell me what you think?
davvero	really<br>Se davvero vuoi aiutarmi, non parlare con nessuno del mio problema.<br>If you really want to help me, don’t tell anyone about my problem.
c’é	there is<br>C’è uno scarafaggio sul mio letto!<br>There is a cockroach in my bed!
ll	the<br>Il soffitto di casa mia sta crollando.<br>The ceiling of my house is collapsing.
delle	some<br>Mi ha regalato delle belle rose rosse.<br>He gave me some beautiful red roses.
ad	at<br>In questa stanza, c’è un sensore ad altezza degli occhi.<br>In this room, there is a sensor at eye level.
quella	that<br>Quella è la ragazza che ha vinto il concorso.<br>That's the girl who won the contest.
lì	there<br>Non stare lì in piedi con la bocca aperta!<br>Do not stand there with your mouth open!
po’	a little<br>Posso avere un po’ di acqua?<br>Can I have a little water?
loro	them<br>Deciditi. Stai con noi o con loro?<br>Make up your mind. Are you with us or with them?
sto	am<br>(io) Sto andando al supermercato. Ti serve qualcosa?<br>I am going to the supermarket. Do you need something?
andare	to go<br>È ora di andare.<br>It’s time to go.
sempre	always<br>La mia migliore amica è sempre sorridente.<br>My best friend is always smiling.
quel	that<br>Quel cappello è molto originale.<br>That hat is very original.
forse	maybe<br>Forse andrò in California quest'estate.<br>Maybe I'll go to California next summer.
devo	have to<br>(io) Devo andare dal dentista stasera alle 17:00.<br>I have to go to the dentist tonight at 5 pm.
quindi	so<br>Quindi, vieni o no allo stadio?<br>So, are you coming to the stadium or not?
tempo	time<br>Non ho né il tempo né il desiderio di uscire con lui.<br>I have neither time nor desire to go out with him.
nella	in the<br>Il leone vive nella foresta.<br>The lion lives in the forest.
fuori	outside<br>Quando fuori piove, mi piace stare sul divano sotto le coperte.<br>When it rains outside, I like to stay on the sofa under the blanket.
proprio	exactly<br>È proprio il taglio di capelli che avevo in mente.<br>It is exactly the haircut I had in mind.
certo	sure<br>Sei certo di quello che dici?<br>Are you sure of what you say?
vita	life<br>Ha dedicato la sua vita agli animali.<br>He dedicated his life to animals.
sul	on the<br>Ho trovato questo libro sul tavolo. È tuo?<br>I have found this book on the table. Is it yours?
credo	believe<br>Io non credo alle notizie di Facebook.<br>I do not believe in Facebook news.
parte	leave<br>A che ora parte il treno?<br>What time does the train leave?
andiamo	go<br>Perché (noi) non andiamo insieme al concerto?<br>Why don’t we go to the concert together?
quanto	how much<br>Quanto costano quelle scarpe?<br>How much are those shoes?
cose	things<br>Non lasciare le tue cose incustodite.<br>Do not leave your things unattended.
già	already<br>È già ora di andare?<br>Is it already time to go?
puoi	can<br>(tu) Puoi chiederle se viene alla mia festa?<br>Can you ask her if she comes to my party?
vi	you<br>Non vi posso dire nulla al momento.<br>I can’t tell you anything at the moment.
adesso	now<br>Adesso non posso rispondere al telefono.<br>Now I can’t answer the phone.
poi	then<br>Prima mangia, poi gioca.<br>Eat first, then play.
cui	which<br>Non è questa l’Europa cui apparteniamo.<br>This is not the Europe to which we belong.
qualcuno	someone<br>C’è qualcuno alla porta.<br>There's someone at the door.
visto	seen<br>Ho appena visto tua sorella con le sue amiche.<br>I have just seen your sister with her friends.
anni	years<br>Mi sono laureata due anni fa.<br>I graduated two years ago.
voi	you<br>Se a voi piace quella casa, perché non la acquistate?<br>If you like that house, why don’t you buy it?
Dio	God<br>Io credo in Dio, ma non vado a Messa.<br>I believe in God, but I do not go to Mass.
volta	time<br>Ogni volta che vedo questo film mi commuovo.<br>Every time I watch this film, I am moved by it.
bisogno	need<br>Se (tu) hai bisogno di aiuto, chiamami.<br>If you need help, call me.
ed	and<br>Marco ed Anna sono una bella coppia.<br>Marco and Anna are a nice couple.
lavoro	job<br>Ti piace il tuo lavoro?<br>Do you like your job?
altro	another<br>Vorrei consultare un altro medico.<br>I would like to consult another doctor.
signore	gentleman<br>Quel signore con il cappotto grigio è mio papà.<br>That gentleman in a grey coat is my dad.
amico	friend<br>È il migliore amico di mio fratello.<br>He's the best friend of my brother.
dopo	after<br>Dopo scuola vado a studiare in biblioteca.<br>After school I go to study in the library.
stata	been<br>(lei) È stata nominata capoclasse.<br>She has been appointed head of the class.
posto	seat<br>Vorrei un posto in prima fila.<br>I would like a seat in the front row.
nessuno	nobody<br>Nessuno può dire che non fosse simpatica.<br>Nobody can say that she was not nice.
ciao	hi<br>Ciao, come ti chiami?<br>Hi, what's your name?
devi	must<br>(tu) Non devi parlare alle persone che non conosci.<br>You must not talk to people you do not know.
padre	father<br>Chi è il padre di questo bambino?<br>Who’s the father of this child?
via	street<br>In che via abiti?<br>What street do you live on?
fai	do<br>(tu) Fai del tuo meglio, ti prego.<br>Do your best, please.
meglio	best<br>Fai ciò che è meglio per te.<br>Do what is best for you.
dal	since<br>Ha una macelleria dal 1990.<br>He has a butcher shop since 1990.
vuole	wants<br>Di solito fa quello che (lui) vuole.<br>He usually does what he wants.
modo	way<br>In un modo o nell’altro ce la caveremo.<br>In one way or another we will get by.
qualche	some/any<br>Hai qualche spicciolo?<br>Do you have any change?
ogni	every<br>Ogni mese vado a Londra per lavoro.<br>Every month I go to London for business.
sembra	looks<br>(lei) Sembra una teenager ma ha 30 anni.<br>She looks like a teenager, but she is 30 years old.
vedere	to see<br>Vieni a vedere! Sta nevicando.<br>Come and see! It's snowing.
giorno	day<br>Bevo 2 litri di acqua al giorno.<br>I drink 2 litres of water a day.
senza	without<br>È venuto da solo, senza moglie e figli.<br>He came alone, without wife and children.
dobbiamo	have to<br>A che ora (noi) dobbiamo arrivare?<br>What time do we have to arrive?
dispiace	sorry<br>Mi dispiace, non so dove sia la tua palla.<br>I'm sorry, I do not know where your ball is.
signor	Mr.<br>Il Signor Rossi abita laggiù.<br>Mr. Rossi lives over there.
dai	come on<br>Ma dai! Non è possibile!<br>Come on! It's not possible!
penso	think<br>(io) Non penso che pioverà.<br>I do not think it will rain.
ce	us<br>Perché non ce lo hai detto prima?<br>Why didn’t you tell us before?
tra	between<br>Tra me e te: la sua macchina è proprio brutta.<br>Between you and me: his car is awful.
dalla	from<br>Viene dalla Romania.<br>He comes from Romania.
parlare	to speak<br>Non vuole mai parlare in pubblico.<br>He never wants to speak in public.
ecco	here is<br>Ecco il suo sandwich.<br>Here is your sandwich.
sulla	on the<br>Il gatto è sulla macchina del vicino.<br>The cat is on the neighbour's car.
sarebbe	would be<br>Sarebbe bello che venissi anche tu.<br>It would be nice if you came too.
male	bad<br>Non sarebbe male andare al cinema stasera.<br>It wouldn’t be bad going to the cinema tonight.
troppo	too<br>Quel bicchiere è troppo pieno. Stai attento!<br>That glass is too full. Be careful!
sa	knows<br>Chi lo sa come sarà il futuro.<br>Who knows how the future will be.
giusto	fair<br>Non è giusto che salti scuola oggi.<br>It's not fair that you are going to skip school today.
vai	go<br>Perché non vai anche tu al concerto?<br>Why don’t you go to the concert too?
possiamo	can<br>Se vuoi, (noi) possiamo aiutarti.<br>If you want, we can help you.
nuovo	new<br>Quello è il nuovo boss.<br>That's the new boss.
successo	happened<br>Che cosa è successo ieri sera in discoteca?<br>What happened last night at the disco?
favore	favour<br>Potrei chiederti un favore?<br>May I ask a favour?
facendo	doing<br>Stai facendo i compiti?<br>Are you doing your homework?
fosse	was<br>Mi guarda come se fosse arrabbiato.<br>He looks at me as if he was angry.
alle	at<br>Vengo domani alle 18:00, ok?<br>I'm coming tomorrow at 6 pm, ok?
miei	my<br>I miei genitori sono in vacanza nel sud Italia.<br>My parents are on vacation in southern Italy.
tanto	much<br>Mi manca tanto.<br>I miss him so much.
mamma	mum<br>Mia mamma non sa guidare la macchina.<br>My mum can’t drive the car.
aspetta	wait<br>Sei pronta? Luca ti aspetta da un’ora.<br>Are you ready? Luca has been waiting for you for an hour.
avere	to have<br>Mi piacerebbe avere dei fratelli e delle sorelle.<br>I would like to have brothers and sisters.
farlo	to do it<br>Non dovresti farlo se non sei sicuro.<br>You shouldn’t do it if you're not sure.
madre	mother<br>È una donna davvero cattiva, ma è sua madre.<br>She's a really mean woman, but she's her mother.
ragazzi	guys<br>Dove sono i ragazzi? Ho bisogno di aiuto.<br>Where are the guys? I need help.
deve	has to<br>Maria deve andare dal dottore oggi pomeriggio.<br>Maria has to go to the doctor this afternoon.
uomo	man<br>Quello è l’uomo dei miei sogni!<br>That's the man of my dreams!
momento	moment<br>Aspetta un momento. Quella non è tua sorella?<br>Wait a moment. Isn’t that your sister?
tre	three<br>Ho corso per tre chilometri.<br>I run for three kilometres.
può	can<br>Solo chi è membro del club può partecipare alla festa.<br>Only those who are members of the club can join the party.
gente	people<br>C’è una folla di gente fuori dal museo.<br>There is a crowd of people outside the museum.
avete	have<br>Cosa (voi) avete mangiato al ristorante?<br>What have you eaten at the restaurant?
nostro	our<br>Il nostro cane scava buche tutto il giorno.<br>Our dog digs holes all day long.
aveva	had<br>(lui) Non aveva finito di parlare, che lei se ne è andata.<br>He had not finished talking, that she was gone.
potrebbe	might<br>(lui) Potrebbe essere colpevole, ma lo deciderà il giudice.<br>He might be guilty, but the judge will decide about that.
grande	great<br>È un grande fashion designer.<br>He is a great fashion designer.
appena	just<br>(lui) L’ha appena conosciuta e parlano già di sposarsi.<br>He has just met her and they are already talking about getting married.
tipo	kind<br>Che tipo di vacanza vorresti fare?<br>What kind of holiday would you like to do?
sapere	to know<br>Mi piacerebbe sapere chi ha parcheggiato in quel modo.<br>I'd like to know who parked that way.
dice	says<br>È inutile che chiedi a lui. (lui) Non dice nulla.<br>It is useless to ask him. He does not say anything.
questi	these<br>Di chi sono questi libri?<br>Whose books are these?
dentro	inside<br>Cosa hai trovato dentro la scatola?<br>What did you find inside the box?
persone	people<br>Quante persone verranno alla festa?<br>How many people will come to the party?
ai	to<br>Dai quattro ai dieci anni, i bambini fanno grandi cambiamenti.<br>From four to ten years, children make big changes.
prego	you are welcome<br>“Grazie per i fiori" "Prego, spero ti siano piaciuti”<br>“Thanks for the flowers” “You are welcome, I hope you liked them”
sicuro	sure<br>Sono sicuro che capirà.<br>I'm sure he will understand.
soldi	money<br>Non vuole soldi, solo affetto.<br>He doesn’t want money, just love.
abbia	have<br>È la bugia più grande che (io) abbia mai sentito.<br>It's the biggest lie, I have ever heard.
senti	hear<br>(tu) Non senti questo rumore?<br>Don’t you hear this noise?
degli	some/any<br>Hai degli evidenziatori che puoi prestarmi?<br>Do you have any highlighter that you can lend me?
ero	was<br>Quando (io) ero bambino, amavo guardare i cartoni animati.<br>When I was a child, I loved watching cartoons.
figlio	son<br>Questo è Gianni, il figlio di Paola.<br>This is Gianni, Paola's son.
piace	likes<br>Le piace molto quel brand.<br>She really likes that brand.
queste	these<br>Queste scarpe sono troppo piccole.<br>These shoes are too small.
ha	has<br>Giorgio ha una casa nel centro di Milano.<br>Giorgio has got a house in the centre of Milan.
guarda	look<br>Adesso (tu) guarda fuori e dimmi cosa vedi.<br>Now, look outside and tell me what you see.
okay	okay<br>È okay se vieni anche tu.<br>It's okay if you come too.
forza	strength<br>Ci vuole forza per superare i problemi.<br>You need strength to overcome problems.
vieni	come<br>Se vieni anche tu mi fa piacere.<br>I’m glad, If you come too.
tutte	every<br>Tutte le mattine il gallo mi sveglia alle 6:00.<br>Every morning the rooster wakes me up at 6 am.
oggi	today<br>Oggi è il grande giorno.<br>Today is the big day.
siete	are<br>(voi) Siete fratelli, per caso?<br>Are you brothers, by chance?
mondo	world<br>Mi piacerebbe fare il giro del mondo un giorno.<br>I would like to travel around the world one day.
altri	other<br>Ho altri piani per il futuro.<br>I have other plans for the future.
nome	name<br>Nome e cognome, per favore.<br>First name and surname, please.
trovato	found<br>Ho trovato una borsa incustodita sul bus.<br>I have found an unattended bag on the bus.
faccia	face<br>Gli ha tirato un pugno in faccia ed è scappato.<br>He punched him in the face and ran away.
pensi	think<br>Non capisco mai cosa (tu) pensi.<br>I never know what you think.
problema	problem<br>È un problema se vengo 10 minuti più tardi?<br>Is it a problem if I come 10 minutes later?
tutta	all<br>È stato innamorato di lei tutta la vita.<br>He has been in love with her all his life.
avuto	had<br>(io) Ho avuto un’idea geniale!<br>I have had a brilliant idea!
preso	taken<br>Hai preso la medicina?<br>Have you taken the medicine?
sarà	will be<br>Come sarà la Terra tra 100 anni?<br>How will the Earth be like in 100 years?
faccio	do<br>(io) Faccio i compiti e vengo da te più tardi.<br>I do my homework and come to you later.
ragazza	girlfriend<br>La sua ragazza è Chiara. È molto carina.<br>His girlfriend is Chiara. She's very pretty.
ragazzo	boyfriend<br>Il suo ragazzo è Daniele. È davvero simpatico.<br>His boyfriend is Daniele. He's really nice.
caso	chance<br>Per caso, hai visto Michela?<br>By chance, did you see Michela?
donna	woman<br>Se vai nel reparto donna troverai il vestito adatto a te.<br>If you go to the woman's department, you will find the right outfit for you.
sentito	heard<br>(tu) Hai sentito le previsioni meteo di domani?<br>Have you heard the weather forecast for tomorrow?
nostra	our<br>Non è colpa nostra se non ti invitano mai.<br>It is not our fault if they never invite you.
testa	head<br>Perché continui a grattarti la testa?<br>Why do you keep scratching your head?
subito	immediately<br>Lavati subito le mani!<br>Wash immediately your hands!
sotto	under<br>Mi piace stare sotto le coperte quando fuori nevica.<br>I like staying under the blanket when it's snowing outside.
notte	night<br>Sono stato sveglio tutta la notte.<br>I was up all night.
basta	that’s enough<br>Basta! Non ne posso più.<br>That’s enough! I can’t stand it anymore.
aver	having<br>Lo hanno condannato per aver ucciso la sorella.<br>They sentenced him for having killed his sister.
suoi	his/her<br>I suoi amici gli vogliono bene.<br>His friends love him.
ragione	right<br>Non dire che hai ragione quando sai di aver torto.<br>Don’t say you're right when you know you're wrong.
stesso	same<br>Non vedo bene. Sono dello stesso colore?<br>I can’t see well. Are they the same colour?
avevo	had<br>(io) Non avevo idea che fosse così arrogante.<br>I had no idea he was so arrogant.
signora	lady<br>Quella signora con il cappotto marrone è la maestra di mio figlio.<br>That lady in the brown coat is my son's teacher.
stare	stay<br>C’è una stanza dove posso stare?<br>Is there a room where I can stay?
accordo	agreement<br>Troviamo un accordo tra di noi.<br>Let’s find an agreement between us.
stiamo	are<br>Non metterti a pulire il pavimento quando (noi) stiamo uscendo.<br>Do not clean the floor when we are leaving.
porta	door<br>Entra, non stare sulla porta!<br>Come in, don't stand at the door!
insieme	together<br>Abbiamo lavorato diversi anni insieme.<br>We have worked together for several years.
volte	times<br>Quante volte hai visto quel film?<br>How many times have you seen that movie?
hai	have<br>(tu) Hai deciso cosa comprarle per il suo compleanno?<br>Have you decided what to buy for her birthday?
tuoi	your<br>I tuoi genitori lo sanno che hai il ragazzo?<br>Do your parents know that you have a boyfriend?
volevo	wanted<br>(io) Volevo essere educato, quindi non ho detto nulla.<br>I wanted to be polite, so I didn't say anything at all.
morto	dead<br>Pesava tre volte tanto a peso morto.<br>He weighed three times as much as dead weight.
buona	good<br>È una buona idea. La dirò al capo.<br>It's a good idea. I'll tell the boss.
nulla	nothing<br>Non puoi fare nulla contro l’invidia altrui.<br>You can do nothing against the others’ envy.
avanti	forward<br>Fate un passo avanti quando chiamo il vostro nome.<br>Take a step forward when I call your name.
ah	ha<br>Ah! Adesso mi racconti anche bugie!<br>Ha! Now you even tell me lies!
prendere	to get<br>A che ora posso passare a prendere il libro?<br>What time can I come to get the book?
capito	understood<br>Non ho capito nulla di ciò che hai detto.<br>I have understood nothing about what you said.
cercando	looking<br>Stavo cercando un bar, quando ho incontrato Laura.<br>I was looking for a bar when I met Laura.
serve	need<br>Se ti serve una mano, io ci sono!<br>If you need a hand, I'm there!
famiglia	family<br>Ha proprio una bella famiglia. Sono molto socievoli.<br>He really has a beautiful family. They are very friendly.
dato	given<br>Dove hai messo i soldi che ti ho dato?<br>Where did you put the money I had given you?
bella	beautiful<br>Ha una bella casa e una moglie dolcissima.<br>He has a beautiful house and a very sweet wife.
tesoro	darling<br>Tesoro, non trovo le mie ciabatte. Sai dove sono?<br>Darling, I can’t find my slippers. Do you know where they are?
vado	go<br>(io) Vado a lavorare ogni mattina alle 7:00.<br>I go to work every morning at 7 am.
moglie	wife<br>Non ho mai visto sua moglie. Ma è sposato?<br>I've never seen his wife. Is he married?
eh	huh<br>Eh? Cosa hai detto?<br>Huh? What did you say?
vorrei	would like<br>(io) Vorrei solo far notare che siamo arrivati primi al torneo.<br>I would just like to point out that we arrived first in the tournament.
pronto	ready<br>Sono pronto a qualsiasi evenienza.<br>I am ready for any events.
succede	happens<br>Non posso immaginare cosa succede in quella casa.<br>I can’t imagine what happens in that house.
storia	story<br>Prima di andare a letto, sua mamma le racconta una storia.<br>Before going to bed, her mother tells her a story.
pensavo	thought<br>(io) Pensavo che non ti arrabbiassi.<br>I thought you did not get angry.
stanno	are<br>Dimmi esattamente come stanno le cose tra di voi.<br>Tell me exactly how things are between you.
uomini	men<br>Si innamora solo di uomini sposati.<br>She falls in love only with married men.
dovuto	had to<br>(io) Ho dovuto mentire ai miei genitori per venire al cinema<br>I had to lie to my parents to come to the cinema.
meno	minus<br>Dieci meno tre fa sette.<br>Ten minus three is seven.
dici	say<br>Se lo dici tu…<br>If you say so…
scusa	excuse<br>Trova una scusa per tutto.<br>He finds an excuse for everything.
paura	fear<br>Paura e desolazione erano diffuse.<br>Fear and desolation were widespread.
secondo	second<br>Dammi un secondo e arrivo!<br>Give me a second and I'll be there!
macchina	machine<br>La mia macchina da cucire è vecchia ma funziona ancora bene.<br>My sewing machine is old but it still works well.
fino	until<br>Sono rimasto sveglio fino a mezzanotte per vedere le stelle.<br>I stayed awake until midnight to see the stars.
idea	idea<br>Non ne ho la minima idea.<br>I haven’t the slightest idea.
diavolo	devil<br>Non fare l'avvocato del diavolo.<br>Don’t play devil’s advocate.
venire	to come<br>Perché non vuoi venire a teatro?<br>Why don’t you want to come to the theatre?
capisco	understand<br>Quando (io) non capisco la maestra si arrabbia.<br>When I don't understand, the teacher gets angry.
avrei	would have<br>(io) Non avrei problemi a salutarla, se le non mi guardasse male.<br>I would have no problem greeting her, if she did not look at me badly.
nei	in the<br>Nei tempi antichi le donne non potevano studiare.<br>In the ancient times women could not study.
bello	handsome<br>Franco è più bello di suo fratello.<br>Franco is more handsome than his brother.
persona	person<br>Sei la sesta persona che me lo dice.<br>You are the sixth person telling me that.
ciò	what<br>Non condivido ciò che dici.<br>I don't agree with what you say.
stavo	was<br>(io) Stavo mangiando la pasta, quando è suonato il telefono.<br>I was eating pasta when the phone rang.
abbastanza	enough<br>Non ho abbastanza soldi per comprare quelle scarpe.<br>I don’t have enough money to buy those shoes.
ucciso	killed<br>Stanno cercando chi ha ucciso un poliziotto.<br>They're looking for the man who has killed a policeman.
amici	friends<br>I miei amici amano la discoteca, mentre io preferisco andare al cinema.<br>My friends love the disco, while I prefer to go to the cinema.
letto	bed<br>La domenica starei a letto tutto il giorno se potessi.<br>On Sundays I would stay in bed all day if I could.
capo	boss<br>Il mio capo è un irresponsabile.<br>My boss is irresponsible.
polizia	police<br>Cosa è successo? C’è la polizia fuori dalla porta.<br>What happened? There is the police outside the door.
mano	hand<br>Dammi la mano e rilassati.<br>Give me your hand and relax.
mentre	while<br>Cosa farai mentre sono dal parrucchiere?<br>What will you do while I'm at the hairdresser?
vediamo	see<br>Quando ci vediamo di nuovo(noi)?<br>When do we see each other again?
state	are<br>(voi) State pensando al menù per il brunch di domenica?<br>Are you thinking about the Sunday brunch menu?
domani	tomorrow<br>Lo farò domani. Adesso sono stanco.<br>I will do it tomorrow. Now I'm tired.
dico	tell<br>Se mi costringi (io) te lo dico.<br>If you force me, I tell you.
facciamo	do<br>Facciamo così: tu scrivi il testo e io faccio i disegni.<br>Let’s do it this way: you write the text and I do the drawings.
presto	early<br>È troppo presto se vengo alle 22:00?<br>Is it too early if I come at 10 pm?
piano	floor<br>A che piano abiti?<br>What floor do you live on?
fine	end<br>Cosa avete deciso alla fine?<br>What did you decide in the end?
stati	been<br>I due fratelli sono stati rapiti in cambio di un riscatto.<br>The two brothers have been kidnapped in exchange for a ransom.
erano	were<br>Lo sapevo che erano amici.<br>I knew they were friends.
fratello	brother<br>Mio fratello lavora in Svezia.<br>My brother works in Sweden.
trovare	see<br>Vienimi a trovare più spesso.<br>Come and see me more often.
giorni	days<br>Mancano 15 giorni alla fine della scuola.<br>There are only 15 days left until the end of the school.
buon	good<br>È un buon marito e un bravo avvocato.<br>He is a good husband and a good lawyer.
nemmeno	not even<br>(lui) Non ha lasciato nemmeno una briciola della torta.<br>He did not even leave a crumb of the cake.
